,Price
1367,172740.7567971466
1368,164218.59645721162
1369,202763.5584376237
1370,149547.34789434096
1371,170599.14481212798
1372,238539.95751120476
1373,154734.59535326358
1374,148352.35932819516
1375,149300.32649414515
1376,305468.3786934162
1377,229228.42734724682
1378,221441.33693410543
1379,198266.98282238987
1380,220548.7005176436
1381,152878.81250966998
1382,285150.5324283991
1383,272088.9638452965
1384,229524.23065323755
1385,354856.58898189577
1386,213612.19618473333
1387,277257.4226307826
1388,223370.80857894506
1389,221914.18826714216
1390,185537.38266940686
1391,146552.17809707657
1392,265196.2898884655
1393,337311.6426784302
1394,299466.36313815566
1395,289474.3046201879
1396,222607.75804416364
1397,217792.3574138175
1398,230844.54352865345
1399,272844.16767083463
1400,308076.0988450417
1401,216586.5915974993
1402,216259.7381291132
1403,218727.94717276617
1404,140336.33618362754
1405,222896.91599802978
1406,226168.15101886776
1407,194784.215702713
1408,190017.98104257442
1409,221301.12788165506
1410,158735.94680139972
1411,224004.4033810368
1412,216874.9907130602
1413,155206.34719908063
1414,250000.8281526253
1415,204464.5277998926
1416,197820.85319823702
1417,219179.653213014
1418,199942.67486943246
1419,292510.2284861892
1420,145539.9237223043
1421,268074.6660931009
1422,246844.77240673907
1423,162795.1533419002
1424,224352.2123766326
1425,155010.52503746148
1426,208587.3582936718
1427,223569.02117771728
1428,297541.4154426195
1429,189189.51087199544
1430,262333.4325655566
1431,195087.24168873776
1432,299626.0701858578
1433,200285.71141819755
1434,160912.48843142876
1435,219954.3251210615
1436,124692.3284951836
1437,127524.14277880902
1438,242644.95555615632
1439,161602.857642003
1440,208292.40756369996
1441,111711.67863020423
1442,236687.5252895403
1443,164124.86676697634
1444,255523.23508910977
1445,203242.83154182503
1446,357699.6996882469
1447,433602.17767402646
1448,165706.23780385117
1449,258718.25965013047
1450,194133.54652430295
1451,306069.34025721083
1452,297783.8611189224
1453,175075.40806538012
1454,146726.45342354185
1455,189676.37133135824
1456,400105.44532798184
1457,212232.19156236458
1458,220485.17008300262
1459,199134.5997575148
1460,192646.17883924866
1461,220328.93534763326
1462,282802.6114415376
1463,287549.466628451
1464,195661.19316651882
1465,149454.1884410985
1466,198483.56902709953
1467,302346.8517968914
1468,243111.79102430865
1469,144673.7650137738
1470,334547.21365774027
1471,207043.822952517
1472,152381.96614327573
1473,202442.0946651895
1474,196023.24492958264
1475,322921.250244893
1476,277540.9248428469
1477,171670.66984634826
1478,191569.49482378655
1479,165536.80388233234
1480,301683.77530552424
1481,296006.2520424798
1482,216786.98646855514
1483,214586.51725322852
1484,218246.47190458034
1485,211708.94997913987
1486,221717.5095263585
1487,295899.7972197928
1488,173312.2352501314
1489,298217.6439100517
1490,191790.98587898284
1491,222722.08334625524
1492,158051.5445367886
1493,188653.32208806384
1494,242196.95031417353
1495,198161.34319674486
1496,290200.51003184414
1497,178737.148221887
1498,213306.46380079503
1499,497319.9843820061
1500,216926.34089720875
1501,187594.28308232216
1502,223457.75827935385
1503,219799.58775855845
1504,162048.74517869393
1505,150725.95316787573
1506,212694.75680701237
1507,138445.96409878714
1508,220944.97130803388
1509,152993.32839918288
1510,144048.00718102534
1511,161577.29423988238
1512,151693.0296607163
1513,210722.63668878996
1514,239456.9441246471
1515,221985.32031030505
1516,277690.70149325184
1517,263752.51700783503
1518,206403.74067531963
1519,221022.82498405373
1520,145359.99936281398
1521,177554.3548524406
1522,189676.62452369108
1523,148233.30339221135
1524,151187.9815671221
1525,191385.09499650946
1526,281077.7360966934
1527,172672.60593848838
1528,292191.843735354
1529,152741.68312986055
1530,266011.9357973852
1531,334899.0668124619
1532,189882.98320909726
1533,166592.53630096497
1534,144825.26285630642
1535,201246.09168480698
1536,272262.14034137817
1537,172537.82362810228
1538,210063.39998685475
1539,357122.5809259499
1540,199222.60004574136
1541,165550.34272536729
1542,158603.97325998562
1543,132002.8804856808
1544,142745.6651125045
1545,318043.9454201531
1546,292711.2036055032
1547,193215.18604500254
1548,235341.9233461105
1549,159650.5494637548
1550,147449.0383984166
1551,193169.69261619134
1552,292143.2700008602
1553,162973.0818325446
1554,174884.78390023057
1555,162085.8013718488
1556,152190.72432938404
1557,153988.50901384163
1558,219015.79184842244
1559,211050.06035059146
1560,213874.5037570126
1561,188979.45001867568
1562,219924.85114644986
1563,241401.28627670935
1564,158287.69071333105
1565,267178.63581849035
1566,290563.5476775265
1567,219601.4113293957
1568,248431.4534724625
1569,164231.14397835467
1570,193909.73896471245
1571,277059.68490918557
1572,146966.79992836574
1573,127295.05562792347
1574,165517.85725552787
1575,196767.88476499845
1576,273415.44153793703
1577,158979.94531367623
1578,257814.832027232
1579,168680.77109154034
1580,214094.36434483196
1581,265062.2325342731
1582,271549.01326219906
1583,207608.38595196573
1584,203095.5116658774
1585,278229.6358586362
1586,269389.6547055193
1587,243108.89787146373
1588,239225.24231055233
1589,162749.35831202212
1590,158805.9108364211
1591,219579.8281704946
1592,168330.8302564341
1593,166568.17799321056
1594,277375.0955276571
1595,187949.2589316925
1596,156852.41893536568
1597,191295.7291383037
1598,295402.8976258581
1599,209014.14866938745
1600,127359.79240149746
1601,220430.1074048428
1602,313922.64636719984
1603,224259.14049914535
1604,162604.08581558958
1605,204713.26781793265
1606,200651.19190991038
1607,205948.07472750518
1608,275890.65576408047
1609,224707.291331494
1610,145398.03166833625
1611,310405.92406848905
1612,150792.6671475097
1613,213492.27305686456
1614,219672.37413009012
1615,214330.77213735378
1616,213561.2138229422
1617,213228.14112438267
1618,285699.4912436877
1619,165506.9719574221
1620,158907.54274609685
1621,234201.20024823278
1622,304772.289907032
1623,268367.21734525595
1624,161704.4006590815
1625,166527.9349787786
1626,181749.61271767737
1627,166937.47894617813
1628,236724.8934683881
1629,174106.46792928193
1630,151093.13184809464
1631,193280.97218716145
1632,149671.8968070544
1633,232928.85348840835
1634,321706.550175368
1635,288728.7510962069
1636,313287.0598324005
1637,236127.68002231434
1638,277094.4125621036
1639,170115.04227076093
1640,241566.50251375738
1641,172185.48282785338
1642,299600.06859444757
1643,220854.72528904653
1644,305129.3113142095
1645,162793.29700393777
1646,292431.13106762304
1647,292289.11562093993
1648,152903.18425811938
1649,195155.65134901472
1650,141455.1703008635
1651,217616.05273034735
1652,157955.20372978447
1653,259939.39865102933
1654,155435.19896765146
1655,202270.5053431703
1656,255897.6626235178
1657,159553.995859714
1658,212460.32393405322
1659,227400.0842975552
1660,217513.409420836
1661,314836.5892230988
1662,218589.60361381728
1663,214708.7198223736
1664,232084.94230429197
1665,162929.03415277525
1666,165638.76387970947
1667,223037.8008185803
1668,200866.12758786322
1669,220779.78773196146
1670,240698.69175387203
1671,213108.87040597945
1672,170450.24377930324
1673,193484.60673644068
1674,160717.74221271003
1675,289364.7708964506
1676,227344.80719179547
1677,353162.9946970582
1678,283362.918958117
1679,163282.60443209522
1680,148741.86434708553
1681,146755.35581959807
1682,293810.91791930643
1683,222600.6767150171
1684,288318.67436040577
1685,276660.0323559379
1686,233151.84612918054
1687,306423.21633748687
1688,146069.030955626
1689,201085.0909846993
1690,193361.6286342878
1691,171124.83389137065
1692,341993.88366035605
1693,178548.30690768716
1694,189402.6375995637
1695,303184.08214508125
1696,287336.05455750553
1697,218983.40108425668
1698,145699.57603094444
1699,164167.92851428787
1700,166421.9623926061
1701,163348.07392423158
1702,283514.4137731064
1703,292009.09428428544
1704,237597.56334280572
1705,219803.90619960809
1706,223376.74632106576
1707,194557.03751143054
1708,161437.59510085807
1709,170697.83312297394
1710,161957.82267512789
1711,143441.6160621383
1712,253755.306547228
1713,245710.05602951988
1714,157411.74420947058
1715,286943.7022865803
1716,274291.4300750322
1717,300242.7304165759
1718,232995.33644793968
1719,219637.14544189305
1720,201842.90818641154
1721,145547.1969054805
1722,269183.24305804534
1723,299210.47573733114
1724,194531.4852599709
1725,291002.12606501597
1726,309302.53337594756
1727,309372.6401214194
1728,177868.15091233674
1729,291084.0762490763
1730,183170.29656944855
1731,217459.04234980894
1732,160195.79260072144
1733,290211.74279375153
1734,195957.6315069653
1735,217439.9206047281
1736,295710.55408857355
1737,161481.00728785433
1738,172234.30769957788
1739,177099.247082968
1740,217403.9722321492
1741,215613.1855003411
1742,209788.89068345824
1743,220028.4593968947
1744,163093.917482697
1745,212323.22554855526
1746,279872.1014115421
1747,190049.78237694653
1748,201760.01684234364
1749,237914.07237569176
1750,202031.07702659356
1751,217486.50159742142
1752,145900.67646777414
1753,311104.60774754547
1754,221710.01466817118
1755,197895.93790196872
1756,158694.59463452926
1757,294577.8065154266
1758,289888.15605717583
1759,286944.855492717
1760,200806.40901336318
1761,215318.72086297962
1762,157005.87797557266
1763,186470.4443914087
1764,164659.27973922523
1765,178266.43805175496
1766,272528.0933658863
1767,147905.90805443103
1768,165443.36181303376
1769,182515.46297991354
1770,262867.52715732675
1771,148244.12408643524
1772,219788.85175730265
1773,362309.1741346637
1774,163054.16632337187
1775,160802.71548115238
1776,220065.21805521887
1777,576011.1528680786
1778,131358.32051078533
1779,290264.1349311859
1780,218430.14206099213
1781,144080.6401914081
1782,164971.44043646287
1783,262932.8566458309
1784,299492.91651930474
1785,173216.34850839345
1786,198450.08119342994
1787,147609.3394931573
1788,164648.6695954285
1789,172364.49907118542
1790,206230.8499432493
1791,170925.3215660826
1792,184590.3867020537
1793,173292.9844383283
1794,215422.27125676512
1795,267945.1744158032
1796,247461.11616390524
1797,147804.27060576214
1798,216590.58640990822
1799,141669.5729409572
1800,201967.97719039823
1801,149172.4812788321
1802,275480.41628516786
1803,239414.35342424753
1804,236540.4905496984
1805,359676.69648160855
1806,268368.7337279844
1807,130407.47723691471
1808,296649.36660937476
1809,211856.0662908527
1810,219140.77433110742
1811,172113.36534113053
1812,150583.28590213833
1813,196431.3908933472
1814,152167.9144198199
1815,150547.47953760895
1816,434522.9068659239
1817,142593.75265438898
1818,269716.64584331284
1819,200002.09032882715
1820,198509.99684945782
1821,156604.28678892733
1822,401041.4096550642
1823,219981.77795239084
1824,256867.72735055618
1825,186474.2771191834
1826,144392.01854106825
1827,197486.34056936606
1828,159693.67431053903
1829,251395.59655934563
1830,152502.90521660808
1831,162728.15429849483
1832,202515.8000168234
1833,149176.82716655656
1834,310472.14908265846
1835,142814.19848256317
1836,299292.74505695613
1837,208345.065022246
1838,132747.83422257606
1839,160710.41266612435
1840,211733.76902596068
1841,222239.70273197634
1842,208124.98241545795
1843,149420.42285409302
1844,251051.21592833317
1845,221374.77523932495
1846,148329.47562762356
1847,220270.49186079617
1848,152749.1607302814
1849,220005.6868614023
1850,192973.80850158073
1851,221461.68694586153
1852,166051.04559095786
1853,323552.1368446335
1854,185731.04838913583
1855,148985.5464377681
1856,198860.38058291218
1857,194863.8346495075
1858,299660.0225843027
1859,151763.15932059695
1860,194602.09935992406
1861,270827.71731544787
1862,291991.39920784335
1863,226687.52920511513
1864,197434.52671435443
1865,319572.3615206836
1866,148329.54215379505
1867,221770.8962081938
1868,148202.971022309
1869,190859.04960341437
1870,250309.61819018022
1871,176928.34003815305
1872,149150.36591309117
1873,217744.91647933456
1874,219803.78515309514
1875,301592.0825212895
1876,217437.21010979702
1877,268242.227273666
1878,209407.28447571976
1879,231754.18209707353
1880,147096.16404078424
1881,151288.52691953385
1882,219546.3422514157
1883,166254.73284725507
1884,198308.6519038106
1885,216862.49532688715
1886,217402.63030184264
1887,200569.80192075853
1888,291160.2596610603
1889,224012.8302961676
1890,250535.22061147864
1891,287517.5701367405
1892,195050.611176259
1893,190823.64675216906
1894,213522.64133077045
1895,194230.47070297954
1896,219786.5233048291
1897,160776.03967797733
1898,227523.6080453695
1899,153140.91546171377
1900,266758.55427173834
1901,223059.47819664003
1902,158795.33553084504
1903,142694.5255221431
1904,168672.94005091747
1905,219859.90631707446
1906,200399.82490892807
1907,206304.72972526398
1908,151112.7674410989
1909,238984.39835815344
1910,207745.3260086096
1911,144937.16004714151
1912,209967.6449398483
1913,217828.47126061417
1914,154859.6394053877
1915,293992.5539461695
1916,297923.4441750372
1917,191957.35846319312
1918,153330.4744828163
1919,282590.0992224269
1920,214342.09370587813
1921,223993.76510070782
1922,201181.2914035148
1923,162385.93093082614
1924,196707.51833356035
1925,164170.98857571278
1926,165598.51663585057
1927,300711.94645583146
1928,146293.42054426504
1929,220023.44861143723
1930,130099.06993800394
1931,199853.3351835099
1932,221871.92619135228
1933,299868.2280948106
1934,145913.46661870665
1935,282430.0246480594
1936,208753.05769075736
1937,290386.5869802927
1938,231965.5386089798
1939,215231.80598845266
1940,364802.6128023268
1941,151337.84692872464
1942,147353.84542452253
1943,305657.94708612264
1944,255756.8302068945
1945,202450.10988167406
1946,166446.9493946812
1947,228766.61307231928
1948,202227.56617868308
1949,291211.86014697445
1950,140759.80707881873
1951,335544.5918656917
1952,162296.6701559052
1953,278880.8740772953
1954,224124.61151855672
1955,297144.13530169055
1956,200074.69846289192
1957,165274.3846593713
1958,157523.89312403408
1959,148482.8248497764
1960,150301.84998488566
1961,319675.21529850014
1962,280018.7710543219
1963,150193.671596236
1964,1555388.0111999074
1965,161759.2815726687
1966,196546.14017499765
1967,201542.31538373485
1968,286365.8263755854
1969,166550.0618142907
1970,303066.9105595527
1971,331999.4007139716
1972,149056.65590251805
1973,219503.73018770257
1974,206253.76712190916
1975,217163.3732396511
1976,198762.08477116606
1977,150516.1098388852
1978,194768.7065516869
1979,223079.32847893663
1980,292820.22866496124
1981,260073.04195021497
1982,214246.1564677824
1983,163703.62508067326
1984,212892.79553539818
1985,151303.83146733057
1986,213104.63393207834
1987,290108.62098745175
1988,137205.9790254293
1989,207407.6267404309
1990,218780.32073133296
1991,352420.5203157189
1992,237741.6254612541
1993,141815.05593689665
1994,216573.07987397304
1995,269726.5938476978
1996,167233.702774101
1997,212887.68470664936
1998,203592.53590958955
1999,208583.54135820945
2000,236389.23536244722
2001,311334.25111753674
2002,143057.54233287898
2003,270108.3349063713
2004,162104.92101542643
2005,225420.5752550277
2006,165705.90655507255
2007,165175.09945957933
2008,221399.55607711524
2009,153456.40270326132
2010,166269.60429069767
2011,219730.69086536823
2012,250473.30898626352
2013,204136.38697531738
2014,338143.8080382117
2015,167497.8387782041
2016,239593.60025745272
2017,197250.95720915316
2018,208688.48458629512
2019,237745.215878357
2020,243852.60617590745
2021,219666.04681310017
2022,207897.24208804456
2023,248412.74852464223
2024,200657.695281966
2025,172342.48180114225
2026,194085.51819675943
2027,255523.89038690415
2028,153576.58555216494
2029,145766.4659879444
2030,277208.6370799445
2031,132898.6001937313
2032,305636.16387848096
2033,276119.9700761618
2034,197932.9013310375
2035,221466.27219651963
2036,205806.04431435285
2037,151374.13839576198
2038,149093.88118365413
2039,443300.3987592969
2040,224877.2648494973
2041,368708.3379500577
2042,218708.5298798178
2043,273316.1580513131
2044,164564.69976749958
2045,316851.01139672555
2046,193145.94559656404
2047,149789.38623156722
2048,275963.3128584232
2049,167289.29062438145
2050,215549.77517779588
2051,148548.53290910972
2052,159628.84510493153
2053,228987.04467360475
2054,269466.1175630583
2055,159441.96790706814
2056,298160.2816283624
2057,150247.4664037962
2058,198371.98603901578
2059,278724.19319932006
2060,159743.59958466602
2061,278666.6443841366
2062,297650.05844018166
2063,148452.94043684038
2064,229925.6673196552
2065,292582.55836287374
2066,238201.12604234097
2067,166789.4744901301
2068,220622.2495223926
2069,296426.1372249726
2070,218861.84170104886
2071,417459.0830821629
2072,164410.78656543273
2073,170810.16824243896
2074,208572.43057366816
2075,241802.45533351484
2076,268691.3217947646
2077,218255.49749573306
2078,150111.07584023595
2079,237771.06095189793
2080,222054.55630537958
2081,370519.9195276019
2082,366510.01164228714
2083,142026.69696702206
2084,238246.20300948207
2085,266949.4981190214
2086,283218.733082647
2087,291274.8807498013
2088,221424.47379053832
2089,263885.5671344417
2090,218485.43391289545
2091,239029.2945914719
2092,148086.78283037758
2093,195686.31085634138
2094,167201.3199131504
2095,215755.70275569696
2096,204227.10641238393
2097,200023.29948741457
2098,258307.420586737
2099,182055.32303420725
2100,146482.01269367285
2101,333086.52926960494
2102,182499.32823582442
2103,147259.55168773286
2104,201493.24156778253
2105,211046.7654303777
2106,169831.93329814775
2107,207811.3690324477
2108,152357.2329422311
2109,378165.7377500433
2110,170907.19199175946
2111,216987.67495776224
2112,217820.8605864581
2113,220654.10147294553
2114,217182.49775474754
2115,352190.9222573644
2116,243307.3897417253
2117,219767.75555623593
2118,200912.19653149828
2119,294791.6943424967
2120,216367.48297792373
2121,181221.40362700087
2122,306896.4989709172
2123,202494.91127951286
2124,217374.30568846152
2125,160702.02823722357
2126,368400.5328410341
2127,213162.01760443347
2128,278921.28138704126
2129,250377.44830257818
2130,272760.1522518832
2131,145492.43227638898
2132,227596.4716500728
2133,143589.48467523005
2134,170590.54740234948
2135,226934.89412138256
2136,219629.76312161668
2137,338076.2946550822
2138,162050.0061460138
2139,208141.62792828746
2140,342771.99300841684
2141,223810.9757468218
2142,193421.88438514934
2143,255353.86380451106
2144,169343.65813427593
2145,158390.68667265892
2146,367334.07219302445
2147,203260.81544197767
2148,160139.7830510944
2149,214357.1505376017
2150,164515.3486350971
2151,145836.92826519877
2152,284383.92996402027
2153,193393.60522300465
2154,289157.09130992397
2155,146490.5149294957
2156,166656.3948881165
2157,293817.7232298663
2158,132628.80713171692
2159,205474.37871239142
2160,190789.35668961063
2161,190657.8612810301
2162,158906.41569788233
2163,138190.15550087026
2164,200304.57722417612
2165,183805.9657552904
2166,282871.37720019417
2167,165514.68241313376
2168,165220.25189729617
2169,299810.3751213146
2170,148834.91999678974
2171,299123.2586528436
2172,206615.5468965328
2173,365613.08366640634
2174,202140.48076165924
2175,223615.34240962347
2176,175237.2007639661
2177,187877.12462663124
2178,289375.6078258895
2179,204225.08075020468
2180,193336.5601238479
2181,295982.4725237788
2182,219759.78908522383
2183,267931.6235968763
2184,158094.76239353447
2185,311118.82973359025
2186,239029.4071331272
2187,151184.61514804245
2188,188260.56989393922
2189,214154.1557355792
2190,166544.35441918898
2191,196181.59663872054
2192,208043.54346932552
2193,220019.6109658845
2194,219565.17030201005
2195,165056.99087814963
2196,275626.9171382188
2197,320879.0792785133
2198,287635.8776336459
2199,238748.4557297614
2200,259357.14127569064
2201,197693.03323860755
2202,233306.03185997714
2203,305842.6963780119
2204,226083.63941036718
2205,214256.3492239641
2206,152159.34495469948
2207,134204.44600145146
2208,196006.3384494629
2209,243058.99925510696
2210,284623.7374131631
2211,365432.85143282596
2212,156912.61604298136
2213,296838.2067668698
2214,220882.29994119878
2215,202798.54252613813
2216,277791.92834182864
2217,291238.6027194498
2218,197702.58341812063
2219,214748.2338206511
2220,255937.93876533842
2221,192619.25875115875
2222,144042.0878509989
2223,155037.2641770921
2224,220012.35762169957
2225,255744.56936152268
2226,278607.05645207554
2227,289759.2528396106
2228,179725.7454258958
2229,177606.70057858032
2230,222498.5083467602
2231,185402.85364749836
2232,146555.26221328077
2233,295110.68794071424
2234,200572.64954302096
2235,255398.8672634464
2236,297617.6584033411
2237,257465.95129761804
2238,171920.5500054209
2239,150409.35418474043
2240,194361.52903631527
2241,214841.345987073
2242,291462.11380802706
2243,204060.02120071233
2244,160572.38061124485
2245,203160.68404647376
2246,299115.74137637974
2247,180482.12382901477
2248,195013.6836778346
2249,246954.65675176802
2250,198208.5071126816
2251,292807.92234213906
2252,299161.52735348267
2253,160196.05281246323
2254,275102.31830218085
2255,194112.24373307565
2256,275825.18713242
2257,221898.9082177756
2258,263231.0181550975
2259,239547.29796622007
2260,253441.13784360883
2261,165382.44366518094
2262,285996.75561589166
2263,211590.2769069392
2264,149758.87454518245
2265,143192.61797233607
2266,271130.4263090247
2267,165980.71981652675
2268,172204.51194546826
2269,220192.46100864877
2270,143542.0168238468
2271,205755.4023325187
2272,296120.6439597998
2273,218917.22410080305
2274,217394.42969292472
2275,290676.12584490277
2276,247550.69275890847
2277,251447.00143473982
2278,145145.79709778645
2279,153801.46036903723
2280,198167.61300080793
2281,199686.29646512697
2282,287370.0568746631
2283,346306.95772960427
2284,270060.10684793827
2285,360616.17777015176
2286,211635.68153588724
2287,214087.19140999118
2288,160254.90507641682
2289,171398.1153380908
2290,142676.98104338092
2291,275984.6552158317
2292,291432.3085462088
2293,262463.3641663731
2294,214127.54894703985
2295,276753.45689314965
2296,220021.10351935614
2297,242492.4352629012
2298,291140.80032667075
2299,220709.3515954755
2300,154537.15280239558
2301,194544.14940020058
2302,159802.39509863744
2303,250584.2060837378
2304,318979.980890985
2305,286002.198737101
2306,222135.4415900403
2307,205032.31807526937
2308,161611.4758438791
2309,251693.70065492063
2310,250460.49921536673
2311,195256.03093169178
2312,221100.66283732842
2313,294518.59823580954
2314,195711.50907943852
2315,269433.52896046016
2316,269296.48283834924
2317,165666.51831887933
2318,216097.1963532718
2319,211678.27687175135
2320,270378.66489220085
2321,219388.02876545518
2322,203232.9582920809
2323,305928.11516519205
2324,194227.50659888383
2325,162703.76006818505
2326,194758.6070585748
2327,150723.96283747142
2328,276937.65818073414
2329,295997.46192172315
2330,192202.77465373487
2331,147905.90070067527
2332,153417.27634897616
2333,145967.2546638134
2334,223561.3487791578
2335,160933.69155848978
2336,370463.99486031686
2337,300084.40055331495
2338,195431.3611518069
2339,150575.03600462805
2340,214267.24313504228
2341,151003.78666237963
2342,271621.0830505875
2343,148554.99397533125
2344,150771.58119948787
2345,256986.6193131883
2346,290106.3671777035
2347,150773.36756907648
2348,213397.88718541752
2349,162123.28561469977
2350,297992.5045122326
2351,149027.29422522103
2352,247920.2166996391
2353,194640.17384298006
2354,276933.3981997493
2355,144126.51377597632
2356,260824.65088286338
2357,134994.67266970983
2358,160167.7024863215
2359,188513.47937992145
2360,156649.69474695929
2361,185679.62534790093
2362,167225.50987515412
2363,278704.1628770717
2364,142191.8851744464
2365,295213.3482487707
2366,156116.54925651825
2367,223280.71344674064
2368,290563.5112354563
2369,294205.5819897978
2370,209063.75117266798
2371,389185.0599084165
2372,208170.0443899801
2373,128679.02987190429
2374,146002.59502567395
2375,190675.74263519904
2376,165719.95730872845
2377,164247.7454092679
2378,171053.93870074817
2379,145758.56755838118
2380,163519.42494979905
2381,199182.25950353054
2382,175709.69745902618
2383,300467.69048027176
2384,158880.81852847844
2385,276833.9653686125
2386,202041.76455381204
2387,229965.50365389517
2388,249046.84878385006
2389,409733.73733009165
2390,147511.70711055727
2391,272516.809840828
2392,145585.96422048032
2393,226406.68453558354
2394,233184.04132410703
2395,169887.7337303501
2396,218462.04883006105
2397,217948.08109611177
2398,275751.7385479114
2399,196639.63507166802
2400,239126.85074925763
2401,273029.1767739734
2402,204831.16777585665
2403,296590.77818076196
2404,164728.3825107008
2405,197175.5815295886
2406,243535.66071410803
2407,216243.08419051702
2408,160504.63407804797
2409,191924.42907417697
2410,278245.52959143085
2411,154198.0079568531
2412,146275.02920541156
2413,152801.9038439854
2414,220309.5636616884
2415,218845.9756897555
2416,139006.32423141508
2417,150124.85579704153
2418,271606.99632811453
2419,157916.77765649132
2420,217993.0960906877
2421,145353.39929081744
2422,145445.3952687342
2423,249408.7841573882
2424,195004.36101272222
2425,146982.95851781085
2426,200823.85746588238
2427,168199.21283573704
2428,150590.59211542236
2429,132981.81439683452
2430,293630.3578928
2431,236583.36763234675
2432,223406.7705357618
2433,216299.00422955168
2434,148573.39359866455
2435,155728.0685299364
2436,191334.58969584916
2437,347469.1865282608
2438,163488.00201599873
2439,166271.4692342028
2440,162439.20918472655
2441,144465.9537086848
2442,145945.71496646598
2443,150205.1631278428
2444,210789.67763842724
2445,207528.28771281906
2446,239838.58482759265
2447,235519.8579671366
2448,194044.69169509865
2449,277418.80064017116
2450,151340.65272421832
2451,240902.97965033053
2452,155501.26541409327
2453,208955.90598050482
2454,234792.94050461607
2455,205605.0250384713
2456,165926.4308606988
2457,142900.28033979013
2458,150718.13507080995
2459,152349.90848386288
2460,195546.34209121898
2461,264235.63540282287
2462,161699.12576358992
2463,194258.25939221302
2464,219984.20879653265
2465,224757.91053002223
2466,196693.98958370002
2467,162094.14832272942
2468,280902.7139604937
2469,198168.53319763314
2470,252173.13409596006
2471,281654.4902159001
2472,148245.76062465258
2473,191294.0874503097
2474,210892.76290101904
2475,192129.07027905778
2476,206338.3268351721
2477,193445.0510392278
2478,162920.18549919335
2479,243748.3798784286
2480,120736.68900471424
2481,170687.42976593028
2482,150133.72710522352
2483,146959.5444192026
2484,220200.47765851018
2485,170810.70328740875
2486,293802.62934748584
2487,199569.09489688906
2488,143683.03601750702
2489,235355.86567567362
2490,217728.5822178847
2491,159528.89597968312
2492,164113.14539337772
2493,149083.6098251643
2494,172283.24687984443
2495,274152.21034407534
2496,153613.19685684622
2497,238403.66723881805
2498,161904.30770905266
2499,286511.4972305614
2500,175655.82811225986
2501,244032.35862503835
2502,283472.5020602192
2503,148104.00528800947
2504,156908.95374376944
2505,168869.22120256166
2506,206336.9795024339
2507,312263.6752613302
2508,221025.54257104517
2509,161907.615502625
2510,159783.92391548556
2511,153500.36920377915
2512,240328.02132711612
2513,166760.5680244037
2514,227339.63166210623
2515,159897.0219124021
2516,146598.3697673265
2517,147065.1818085715
2518,210401.46447396604
2519,147003.21689804722
2520,221831.79176517137
2521,258149.1178935756
2522,237453.0223943883
2523,297443.85255367914
2524,202259.21894211954
2525,268209.29986890004
2526,284338.0096295576
2527,200753.07063086846
2528,201745.1219641343
2529,162871.5202398487
2530,159128.39069818077
2531,248130.03877426262
2532,146398.50444560463
2533,276278.0538463679
2534,214621.27672965333
2535,263574.6216087861
2536,292116.8712784722
2537,161078.2503192087
2538,216500.63942496665
2539,150785.43800777756
2540,212567.25223864784
2541,261044.08200230036
2542,296978.7132986044
2543,211737.2613329997
2544,230144.04359070052
2545,244229.40159896205
2546,179880.41322377793
2547,246907.51128713376
2548,212464.69499586424
2549,218726.01071017675
2550,147779.33661444281
2551,275933.32296084525
2552,197355.15650111312
2553,145466.0442573405
2554,304719.68692779646
2555,145356.5527002929
2556,255911.71216434814
2557,453318.0069666336
2558,151099.5410132486
2559,139554.9651996907
2560,236908.9005964309
2561,140883.9773485146
2562,160951.82775902317
2563,135944.93949787845
2564,351636.3769830542
2565,171810.15550321498
2566,217357.0530830795
2567,166522.98945751585
2568,273882.9576221826
2569,280637.5195656589
2570,240467.35410900298
2571,157878.03942373605
2572,242271.23958124805
2573,220111.92496219283
2574,164040.58995534573
2575,154681.4853088609
2576,172459.65667435186
2577,253260.36235238257
2578,286937.81139477727
2579,292416.6572371593
2580,243982.2011510343
2581,289901.1390394863
2582,239301.30972506176
2583,329415.0501234892
2584,164750.00773453017
2585,269168.67679005873
2586,287287.7096866123
2587,283969.935632369
2588,291622.11371994903
2589,219240.21426915235
2590,260574.39086071035
2591,180025.02284717798
2592,306034.46957831964
2593,311510.4940116366
2594,378463.98673887295
2595,210636.81296480156
2596,279064.79706495424
2597,172716.57711243417
2598,227525.2347503485
2599,167424.12613712254
2600,194466.42951851862
2601,153052.18749001034
2602,153092.67495503963
2603,161851.0191078778
2604,203531.2516342034
2605,362429.1843039752
2606,257164.21083933924
2607,191402.1912832177
2608,225101.9380998327
2609,138297.4638754316
2610,169976.6436455726
2611,160809.85614307554
2612,148318.46490680968
2613,215861.45700638441
2614,227732.54778587644
2615,259479.52346291952
2616,161440.6509399155
2617,153588.80764395688
2618,286540.1631449162
2619,255395.12544786773
2620,146386.21618390322
2621,256190.40708456698
2622,214185.73550171286
2623,160493.90601589554
2624,240079.7113084163
2625,222197.4685882291
2626,206838.99368361087
2627,199962.29405347453
2628,306339.07180568215
2629,234827.46353656694
2630,196961.02625169352
2631,282415.8393612853
2632,220606.0025922792
2633,171164.907490558
2634,148831.3632064765
2635,140998.28504408215
2636,214127.9478075733
2637,167925.7831567303
2638,131890.9999965405
2639,217573.9220235599
2640,200305.17685840282
2641,200718.49429811485
